"id","date_time","center_name","phone","address_1","address_2","region","city","capacity","on_map","okrug","big","oms","email","devices","shifts"
"144","NULL","Павловская ЦРБ (отделение гемодиализа)","73476021053","ул. Советская, д. 24","д. 24","Нижегородская область","Павлово","Павловская ЦРБ (отделение гемодиализа)","0","pfo","","","","",""
"145","0000-00-00 00:00:00","ФГУЗ КБ №50 ФМБА России","74012951446","ул. Зернова, д. 72","д. 72","Нижегородская область","Саров","(54.940479716998325, 43.339247445568844):15","12","pfo","","","","",""
"146","2017-11-26 23:06:22","ООО «Лаборатория гемодиализа»","+7(83161)79128, 8312655243","ул. Давлетшина, 23","","Башкортостан","Янаул","(56.26666669999999, 54.93333329999996):8","0","pfo","","","","",""
"147","2017-11-16 06:33:28","Центр амбулаторного гемодиализа ОП ООО «Б.Браун Авитум Руссланд Клиникс»","+7(831)4222511","ул. Азовская, 5А ","","Калининградская область","Калининград","(54.727867, 20.512923):8","150","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"148","0000-00-00 00:00:00","Фесфарм","+7(83191)53221","ул. Пирогова, д. 26","д. 26","Нижегородская область","Заволжье","(56.64100999999999, 43.38047699999993):8","120","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"149","0000-00-00 00:00:00","Нефролайн","+7(3532)358602","ул. Красное Знамя, д. 26а","д. 26а","Нижегородская область","Семёнов","(56.793888743499934, 44.4830901375733):17","66","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"150","0000-00-00 00:00:00","Нефролайн","+7(3532)441527","ул. Казакова, д. 11, литера ВВ1","д. 11, литера ВВ1","Нижегородская область","Сергач","(55.5321892, 45.46725040000001):8","36","pfo","","","","",""
"151","0000-00-00 00:00:00"," ММУЗ Городская клиническая больница скорой медицинской помощи №1 (Центр трансплантации почки) ","79286883574","ул. Гагарина, д. 23","д. 23","Оренбургская область","Оренбург","51.774764, 55.1732609","50","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"152","0000-00-00 00:00:00","Центр амбулаторного диализа","74112426548","ул. Гагарина, д. 27/8","д. 27/8","Оренбургская область","Оренбург","(51.7727002, 55.1826466):8","340","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"153","2017-11-27 01:51:43","Клиническая больница скорой помощи Отделение гемодиализа ","+7(35342)79960, 56404","ул. Иристонская, 45","","Северная Осетия","Владикавказ","(43.06769999999999, 44.661512000000016):8","0","skfo","","","","",""
"154","2017-11-27 01:56:20","Якутская больница ФГБУЗ ДВОМЦ ФМБА России, отделение гемодиализа","+7(3537)340673, (3537)340674","п. Жатай, ул. Комсомольская, 54","","Республика Саха","Якутск","(62.158069, 129.82156499999996):8","0","dfo","","","","",""
"155","0000-00-00 00:00:00","МАУЗ Городская Больница Бузулук (отделение гемодиализа)","+7(3537)661799, 620141","4 микрорайн 1","","Оренбургская область","Бузулук","(52.77887138284387, 52.23834332479248):16","14","pfo","","","","",""
"156","0000-00-00 00:00:00","Би Браун","+7(34260)48459","ул. Станиславского, д. 50Г","д. 50Г","Оренбургская область","Орск","(51.2265936, 58.48400779999997):8","240","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"157","0000-00-00 00:00:00","МАУЗ ГБ №1 г. Новотроицка (отделение диализа)","74012951446","ул. Уметбаева, д. 1","д. 1","Оренбургская область","Новотроицк","(51.2103496, 58.303204100000016):8","10","pfo","","","","",""
"158","0000-00-00 00:00:00","филиал ООО 'ЭМСИПИ-Медикейр' в г. Кудымкар (Центр амбулаторного гемодиализа)","+7(8412)427573","ул. Больничная, д. 5а","д. 5а","Оренбургская область","Кувандык","(51.3999308, 57.58941529999993):8","25","pfo","","","","",""
"159","2017-11-16 06:39:11","ООО «Б.Браун Авитум Руссланд Клиникс»","+7(8412)591841","ул. Азовская, 5А","","Калининградская область","Калининград","(54.727867, 20.512923):8","150","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"160","0000-00-00 00:00:00","ГБУЗ 'Пензенская областная детская клиническая больница им. Н.Ф.Филатова' (ДДЦ (детский диализный центр))","+7(8412)324185","ул. Бекешская, д. 43","д. 43","Пензенская область","Пенза","(53.2006372, 44.97796089999997):8","0","pfo","","","","",""
"161","0000-00-00 00:00:00","ГБУЗ Пензенская ОКБ им. Н.Н.Бурденко (отделение диализа)","+7(3422)387430","ул. Лермонтова, д. 28к","д. 28к","Пензенская область","Пенза","(53.1834552, 44.99908749999997):8","65","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"162","0000-00-00 00:00:00","Фрезениус","+7(342)2387430, 2692988, 2697969","ул. Краснова, д. 60","д. 60","Пензенская область","Пенза","(53.166317, 45.00006200000007):8","300","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"163","0000-00-00 00:00:00","«Пермская краевая больница № 3 «Центр диализа»","+7(3424)279118","ул.Яблочкова, д. 39","д. 39","Пермский край","Пермь","(57.972141, 56.221316):8","20","pfo","","","","",""
"164","0000-00-00 00:00:00","ООО Клиника гемодиализа New Life (Центр амбулаторного диализа)","+7(34249)54700, (343)2047221","ул. Яблочкова, д. 39","д. 39","Пермский край","Пермь","(57.972141, 56.221316):8","160","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"165","0000-00-00 00:00:00","Филиал ООО ЭМСИПИ-Медикейр г. Березники (Центр амбулаторного гемодиализа)","+7(34241)35098","ул. Ломоносова, д. 102","д. 102","Пермский край","Березники","(59.4166956, 56.828011100000026):8","79","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"166","0000-00-00 00:00:00","ООО ""Диасан"" (Диализный центр г. Лысьва)","+7(846)9561360, 9562260","пр. Победы, д. 48а","д. 48а","Пермский край","Лысьва","(58.10288500000001, 57.81150630000002):8","15","pfo","","","","",""
"167","0000-00-00 00:00:00","МЛПУ 'Центральная городская больница с прилегающей территорией' (Центр амбулаторного хронического гемодиализа ООО 'ЭМСИПИ-Медикейр' филиал г. Чайковский)","+7(846)3370426","ул. Ленина, д. 34/2","д. 34/2","Пермский край","Чайковский","(56.7741872, 54.153520999999955):8","25","pfo","","","","",""
"168","0000-00-00 00:00:00","ГБУЗ 'СОКБ им. М.И. Калинина' (отделение хронического гемодиализа)","+7(846)2767797","ул. Ташкентская, д. 159","д. 159","Самарская область","Самара","(53.2604515, 50.24463319999995):8","200","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"169","0000-00-00 00:00:00","ГБУЗ СГКБ № 1 им. Н.И. Пирогова (Центр экстракорпоральных методов лечения)","+7(846)9943444","ул. Полевая, д. 80, к.1","д. 80, к.1","Самарская область","Самара","(53.20425299999999, 50.129688999999985):8","10","pfo","","","","",""
"170","0000-00-00 00:00:00","Клиники ГБОУ ВПО 'Самарский ГМУ' Минздрава России (отделение гемодиализа)","78632222333","пр-т К. Маркса, д. 165б","д. 165б","Самарская область","Самара","(53.20365, 50.16688599999998):8","40","pfo","","","","",""
"171","0000-00-00 00:00:00","НУЗ 'Дорожная клиническая больница на ст.Самара ОАО РЖД' (отделение гемодиализа и нефрологии)","+7(846)3569637","ул. Ново-Cадовая, д. 176","д. 176","Самарская область","Самара","(53.2368207, 50.18956270000001):8","37","pfo","","","","",""
"172","2017-11-16 07:49:22","Отделение диализа в клинико-диагностическом центре «Здоровье»","+7(8482)223729","пер. Доломановский, 70/3","","Ростовская область","Ростов-на-Дону","(47.225663, 39.695970999999986):8","90","ufo","Крупные амбулаторные центры – от 50 мест","","","",""
"173","0000-00-00 00:00:00","Самарский военно-медицинский институт, ВГ ФГУ 354 ОВКГ МО РФ (отделение гемодиализа)","+7(8464)353787, 354963","ул. Пирогова, д. 1","д. 1","Самарская область","Самара","(53.16296329999999, 50.073359900000014):8","35","pfo","","","","",""
"174","0000-00-00 00:00:00","МБУЗ 'Городская клиническая больница №1' г. Тольятти (отделение амбулаторного диализа)","78422214144","ул. Октябрьская, д. 61","д. 61","Самарская область","Тольятти","(53.521615, 49.41966230000003):8","40","pfo","","","","",""
"175","0000-00-00 00:00:00","ГБУЗ СО 'Сызранская Центральная городская больница' (Блок гемодиализа в составе отделения анестезиологии)","+7(846)9562260, (846)9561360","ул. Комарова, д. 1","д. 1","Самарская область","Сызрань","(53.1335136, 48.42340660000002):8","15","pfo","","","","",""
"176","2017-11-16 07:05:43","""ФРЕЗЕНИУС НЕФРОКЕА"" Обособленное подразделение","+7(8452)492377","п.г.т. Новоспасское","","Ульяновская область","п.г.т. Новоспасское","(53.1447543, 47.76050639999994):8","20","pfo","","","","",""
"177","0000-00-00 00:00:00","Самарская областная клиническая больница имени В. Д. Середавина","+7(8452)492384","ул.Ташкентская,д. 159","д. 159","Самарская область","Самара","(53.2604515, 50.24463319999995):8","20","pfo","","","","",""
"178","0000-00-00 00:00:00","Диалезный центр Саратов","+784535256528; +784535159888; +78452674945","ул. Смирновское ущелье, д.  1Б","д.  1Б","Саратовская область","Саратов","(51.549651, 45.95696929999997):8","46","pfo","","","","",""
"179","0000-00-00 00:00:00","Медицинский диализный центр ООО «ФРЕЗЕНИУС НЕФРОКЕА» г. Саратов (диализный центр г. Саратов)","+7(8453)390806, (8452)694457","ул. Смирновское Ущелье, д. 16","д. 16","Саратовская область","Саратов","(51.549651, 45.95696929999997):8","250","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"180","2017-11-24 11:00:50","ООО «Нефрологический центр»","+7(843)2382205","ул. Весенняя, 6","","Саратовская область","Энгельс","(51.4710549, 46.149606199999994):8","10","pfo","","","","",""
"181","0000-00-00 00:00:00","Диалезный центр Балаково","+7(843)2312138","ул. Трнавская, д. 44/1","д. 44/1","Саратовская область","Балаково","(52.0251695, 47.83672009999998):8","24","pfo","","","","",""
"182","0000-00-00 00:00:00","Медико-санитарная часть ФГАОУ ВО ""Казанский (Приволжский) федеральный университет"" (отделение диализа)","+7(843)2678919","ул. Н. Ершова, д. 2","д. 2","Татарстан","Казань","(55.791917, 49.15061300000002):8","40","pfo","","","","",""
"183","0000-00-00 00:00:00","ГАУЗ РКБ МЗ РТ (отделение гемодиализа)","+7(843)5632097","ул. Оренбургский тракт, д. 138","д. 138","Татарстан","Казань","(55.730598, 49.18701199999998):8","90","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"184","0000-00-00 00:00:00","Детская республиканская больница (отделение экстракорпоральной детоксикации)","+7(8433)2242652","ул. Оренбургский тракт, д. 140","д. 140","Татарстан","Казань","(55.7342184, 49.18536210000002):8","27","pfo","","","","",""
"185","0000-00-00 00:00:00","ООО ""Клиника Диализа"" (1 отделение)","+7(843)2617422","ул. Ак Королева, д. 4а","д. 4а","Татарстан","Казань","(55.840135, 49.084113):8","30","pfo","","","","",""
"186","0000-00-00 00:00:00","ООО ""Клиника Диализа"" (2 отделение)","+7(8552)465186, 466459","ул. Х.Мавлютова, д. 2ж","д. 2ж","Татарстан","Казань","(55.759315, 49.186953899999935):8","25","pfo","","","","",""
"187","0000-00-00 00:00:00","РКБ МЗ РТ (отделение пересадки почки)","+7(8552)304972","ул. Оренбургский тракт, д. 138","д. 138","Татарстан","Казань","(55.730598, 49.18701199999998):8","27","pfo","","","","",""
"188","0000-00-00 00:00:00","МЦАД Казань' филиал в г. Набережные Челны (ООО 'Международный Центр Амбулаторного Диализа Казань' филиал в г. Набережные Челны)","+7(8552)492934","Набережночелнинский пр-т, д. 18","д. 18","Татарстан","Набережные Челны","(55.701679, 52.342040999999995):8","0","pfo","","","","",""
"189","0000-00-00 00:00:00","БСМП (отделение диализа)","+78453358840; +78453357631","Набережночелнинский пр-т, д. 18","д. 18","Татарстан","Набережные Челны","(55.701679, 52.342040999999995):8","35","pfo","","","","",""
"190","0000-00-00 00:00:00","ООО ""Клиника современной медицины HD"" (центр амбулаторного гемодиализа)","+7(855)3311060, 3315127","ул. Мира, д. 12","д. 12","Татарстан","Набережные Челны","(55.86664099999999, 49.22994900000003):8","25","pfo","","","","",""
"191","2017-11-24 11:04:03","ГУЗ «Городская больница г. Балаково» отделение нефрологии","+7(8555)364776","ул. Академика Жук, 64","","Саратовская область","Балаково","(52.021706, 47.79472599999997):8","5","pfo","","","","",""
"192","0000-00-00 00:00:00","Медсанчасть ОАО 'Татнефть' и г. Альметьевска (Центр амбулаторного гемодиализа)","+7(85514)31919","ул. Радищева, д. 67","д. 67","Татарстан","Альметьевск","(54.89905479999999, 52.3054353):8","55","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"193","0000-00-00 00:00:00","МУП 'Нижнекамская городская многопрофильная больница №3' (отделение гемодиализа)","+7(85594)38551","ул. Менделеева, д. 46","д. 46","Татарстан","Нижнекамск","(55.6582248, 51.81052690000001):8","0","pfo","","","","",""
"194","0000-00-00 00:00:00","ГУЗ 'Бугульминская ЦРБ' (межрайонное отделение гемодиализа)","73512250197","ул. 14-ти Павших, д. 11","д. 11","Татарстан","Бугульма","(54.53168758241828, 52.80538782936094):17","35","pfo","","","","",""
"195","0000-00-00 00:00:00","ООО ""Клиника современной медицины HD"" ","74923434080","ул. 14-ти Павших, д. 11","д. 11","Татарстан","Бугульма","(54.531622215296196, 52.80532345634458):16","28","pfo","","","","",""
"196","2017-11-24 12:45:37","ООО «ЦЕНТР ДИАЛИЗА»","+7(8222)47286","ул. Молодогвардейцев 55А.","","Челябинская область","Челябинск","(55.180535, 61.33347900000001):8","180","urfo","Крупные амбулаторные центры – от 50 мест","","","",""
"197","2017-11-24 12:51:03","ООО ""ДИАЛИЗ СП""","+7(84374)32788, 32162","Карачаровское шоссе, д. 19","","Владимирская область","Муром","(55.5503854, 42.061336299999994):8","0","cfo","","","","",""
"198","0000-00-00 00:00:00","ГАУЗ 'Чистопольская Центральная Районная больница' (отделение гемодиализа)","+7(85563)32960","ул. Вишневского, д. 1","д. 1","Татарстан","Чистополь","(55.3569864, 50.58544660000007):8","20","pfo","","","","",""
"199","0000-00-00 00:00:00","Областная клиническая больница (отделение гемодиализа)","+7(84345)22670","ул. Ефремова, д. 137","д. 137","Татарстан","Буинск","(54.97985079999999, 48.29368320000003):8","30","pfo","","","","",""
"200","0000-00-00 00:00:00","Межрайонное отделение гемодиализа","+7(3412)212911","ул. Ленина, д. 105","д. 105","Татарстан","Мамадыш","(55.727237, 51.399074799999994):8","80","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"201","0000-00-00 00:00:00","ГБУЗ 'Нурлатская центральная районная больница' (отделение амбулаторного гемодиализа)","+7(3412)462183, 464190","ул. Пушкина, д. 2","д. 2","Татарстан","Нурлат","(54.4346537, 50.802941799999985):8","4","pfo","","","","",""
"202","0000-00-00 00:00:00","БУЗ УР ГКБ №6 МЗ УР (отделение гемодиализа)","73519284931","ул. Труда, д. 1","д. 1","Удмуртская Республика","Ижевск","(56.86391219999999, 53.291157):8","14","pfo","","","","",""
"203","0000-00-00 00:00:00","ГУЗ 1-я Республиканская клиническая больница (отделение гемодиализа)","+7(8963)5403594","ул. Воткинское ш., д. 57","д. 57","Удмуртская Республика","Ижевск","(56.901792, 53.25779):8","0","pfo","","","","",""
"204","2017-11-24 11:57:23","2-й терапевтический корпус, лит. Н, пом. № 1","+7(34147)40642","ул. Чкалова, д. 44","","Челябинская область","Магнитогорск","(53.3856565, 59.08301030000007):9","90","urfo","Крупные амбулаторные центры – от 50 мест","","","",""
"205","0000-00-00 00:00:00","МУЗ Городская больница №1 (отделение гемодиализа)","+7(34141)66151","ул. Гражданская, д. 1а","д. 1а","Удмуртская Республика","Воткинск","(57.075867, 53.99483129999999):8","20","pfo","","","","",""
"206","0000-00-00 00:00:00","МУЗ Сарапульская ГБ № 1 (отделение гемодиализа)","+7(834139)32636","ул. Гагарина, д. 67","д. 67","Удмуртская Республика","Сарапул","(56.47308899999999, 53.79384110000001):8","0","pfo","","","","",""
"207","0000-00-00 00:00:00","ООО ""Лаборатория гемодиализа "" (ООО ""Лаборатория гемодиализа "")","+7(842)2440916","ул. Мира, д. 22, к.5","д. 22, к.5","Удмуртская Республика","Глазов","(58.14513220000001, 52.64141410000002):8","0","pfo","","","","",""
"208","0000-00-00 00:00:00","МБУЗ 'Можгинская ЦРБ' (подразделение гемодиализа в отделении анестезиологии, реанимации и интенсивной терапии - ОАРиТ)","79159074693","ул. Сюгаильская, д. 19","д. 19","Удмуртская Республика","Можга","(56.435206, 52.20277199999998):8","10","pfo","","","","",""
"209","0000-00-00 00:00:00","ГУЗ Ульяновская областная детская КБ им. Ю.Ф.Горячева (отделение гравитационной хирургии крови)","+7(8422)322801","ул. Радищева, д. 42","д. 42","Ульяновская область","Ульяновск","(54.32611, 48.40518099999997):8","0","pfo","","","","",""
"210","2017-11-26 17:38:29","Отделение нефрологии и гемодиализа Костромского филиала Нефросовета","+7(8842)220357, 221019","ул. 2й Микрорайон, д.48","","Костромская область","Шарье","(58.3699161, 45.51016159999995):8","80","cfo","Крупные амбулаторные центры – от 50 мест","","","",""
"211","0000-00-00 00:00:00","ООО 'Фрезениус-Нефрокеа' филиал в г. Ульяновске (Ульяновский диализный центр)","+7(84235)41060, 65956, 65953","ул. 3 Интернационала, д. 1а","д. 1а","Ульяновская область","Ульяновск","(54.3055838, 48.38723189999996):8","15","pfo","","","","",""
"212","0000-00-00 00:00:00","обособленное подразделение ООО 'Фрезениус Нефрокеа' в г. Ульяновске (Ульяновск II) (отделение амбулаторного диализа №2)","73512253109","ул. Сурова, д. 4","д. 4","Ульяновская область","Ульяновск","(54.3382003, 48.320414400000004):8","0","pfo","","","","",""
"213","0000-00-00 00:00:00","Клиническая больница №172 ФМБА России (Центр диализа)","+7(84235)30009, 34034","ул. Ленина, д. 1","д. 1","Ульяновская область","Димитровград","(54.2254413, 49.54299600000002):8","24","pfo","","","","",""
"214","2017-11-26 18:44:45","Центр амбулаторного диализа. (ООО ""ЦАД74"")","+7(8352)582551","Комсомольский пр-кт, 45 Б","","Челябинская область","Челябинск","(55.19389589999999, 61.335296799999924):8","240","urfo","Крупные амбулаторные центры – от 50 мест","","","",""
"215","0000-00-00 00:00:00","Нефролайн","+7(8182)276772, 632734","ул. Куйбышева, д. 4В","д. 4В","Ульяновская область","Димитровград","(54.1940514, 49.638456299999916):8","60","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"216","0000-00-00 00:00:00","Республиканская клиническая больница (Отделение гемодиализа трансплантации донорской почки и гравитационной хирургии крови)","+7(8182)275816,89539301272","Московский пр-т, д. 9","д. 9","Чувашия","Чебоксары","(56.14596, 47.230162000000064):8","175","pfo","Крупные амбулаторные центры – от 50 мест","","","",""
"217","0000-00-00 00:00:00","ГБУЗ ""Первая городская КБСМП им. Е.Е. Волосевич"" (Отделение гемодиализа)","+7(8182)276772","ул. Суворова, д. 1","д. 1","Архангельская область","Архангельск","(64.5607988, 40.524539499999946):8","60","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"218","0000-00-00 00:00:00","ГБУЗ ""Архангельская ОКБ"" (Центр гравитационной хирургии крови)","+7(8182)653873","ул. Ломоносова, д. 292","д. 292","Архангельская область","Архангельск","(64.56437679999999, 40.54531480000003):8","25","szfo","","","","",""
"219","0000-00-00 00:00:00","ГБУЗ ""Архангельская ОДКБ имени П.Г. Выжлецова (Отделение детоксикации и гравитационной хирургии крови)","+7(8182)400303","ул. Обводный канал, д. 7","д. 7","Архангельская область","Архангельск","(64.5355675, 40.56149729999993):8","20","szfo","","","","",""
"220","0000-00-00 00:00:00","ФГУ СМКЦ им. Н.А. Семашко (Отделение анестезиологии, реанимации и интенсивной терапии)","0","ул. Троицкий, д. 115","д. 115","Архангельская область","Архангельск","(64.5539022, 40.520807500000046):8","15","szfo","","","","",""
"221","0000-00-00 00:00:00","Центр амбулаторного гемодиализа (Центр амбулаторного гемодиализа)","+7(81842)22176","ул. Суфтина, д. 18","д. 18","Архангельская область","Архангельск","(64.54302109999999, 40.54762119999998):8","110","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"222","0000-00-00 00:00:00","Фрезениус","+7(8184)272478, 220538, 539798","Архангельское шоссе, д. 48","д. 48","Архангельская область","Северодвинск","(64.574799, 39.83202690000007):8","60","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"223","0000-00-00 00:00:00","ГКБ № 1 (Отделение реанимации)","+7(8184)582330","ул. Ломоносова, д. 47а","д. 47а","Архангельская область","Северодвинск","(64.556386, 39.82112699999993):8","0","szfo","","","","",""
"224","0000-00-00 00:00:00","МСЧ № 58 Медбиоэкстрим (Отделение гемодиализа)","+7(81837)25295","ул. Кирилкина, д. 4","д. 4","Архангельская область","Северодвинск","(64.53761899999999, 39.788156999999956):8","10","szfo","","","","",""
"225","0000-00-00 00:00:00","Филиал № 2 ФГУ ""1469 Военно-морской Клинический Госпиталь Северного Флота"" (Кабинет гемодиализа)","+79159074703, +79103746839","ул.Торцева, д. 46","д. 46","Архангельская область","Северодвинск","(64.5639334, 39.807715099999996):8","25","szfo","","","","",""
"226","0000-00-00 00:00:00","МУЗ Котласская ЦГБ им. Святителя Луки (Отделение диализа и гравитационной хирургии крови)","+7(81837)26262","ул. Мира, д. 36","д. 36","Архангельская область","Котлас","(61.2462645, 46.6475964):8","20","szfo","","","","",""
"227","2017-11-26 17:33:51","Отделение нефрологии и гемодиализа Костромского филиала Нефросовета","+7(921)4788538,8921","ул. Лермонтова, 39","","Костромская область","Галич","(58.390848, 42.37214300000005):8","60","cfo","Крупные амбулаторные центры – от 50 мест","","","",""
"228","0000-00-00 00:00:00","ООО «АРХИНВЕСТ» (ООО «АРХИНВЕСТ»)","+7(81836)61338","ул. Урицкого, д. 17","д. 17","Архангельская область","Котлас","(61.2514931, 46.63223500000004):8","27","szfo","","","","",""
"229","0000-00-00 00:00:00","МУЗ ""Вельская ЦРБ"" (Отделение диализа)","+7(81850)56361","ул. Дзержинского, д. 62а","д. 62а","Архангельская область","Вельск","(61.07244799999999, 42.11474010000006):8","30","szfo","","","","",""
"230","0000-00-00 00:00:00","МУЗ Вельская ЦРБ (Отделение реанимации)","+7(81837)26262","ул. Конева, д. 28а","д. 28а","Архангельская область","Вельск","(61.0849175, 42.11284109999997):8","40","szfo","","","","",""
"231","0000-00-00 00:00:00","ГБУЗ ""Коряжемская городская больница"" (Отделение диализа)","+7(8172)515169, 532540, 533310, 532440","ул. Архангельская, д. 54","д. 54","Архангельская область","Коряжма","(61.3045501, 47.197734500000024):8","60","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"232","0000-00-00 00:00:00","Центр Гемодиализа","+7(8202)536589, 536588","ул. Ленина, д. 52","д. 52","Архангельская область","Котлас","(61.251295, 46.6282827):8","80","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"233","0000-00-00 00:00:00","Нефролайн","+7(8202)440016","ул. Лечебная, д. 17","д. 17","Вологодская область","Вологда","(59.212443, 39.827794999999924):8","160","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"234","0000-00-00 00:00:00","БУЗ ВО ""Медсанчасть Северсталь"" (Отделение диализа)","+7(4012)578525, 578431","ул. Металлургов, д. 18","д. 18","Вологодская область","Череповец","(59.13317699999999, 37.89630599999998):8","25","szfo","","","","",""
"235","0000-00-00 00:00:00","Нефролайн","78636221054","ул. Олимпийская, д. 53 А","д. 53 А","Вологодская область","Череповец","(59.12688499999999, 38.01122899999996):8","36","szfo","","","","",""
"236","0000-00-00 00:00:00","Калининградская областная клиническая больница (Отделение диализа)","78452393805","ул. Клиническая, д. 74","д. 74","Калининградская область","Калининград","(54.717588, 20.522369000000026):8","50","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"237","2017-11-17 12:15:10","ООО « Гемодиализный Центр Ростов»","+7(4012)217233","ул.Шевченко, д.155-е","","Ростовская область","Шахты","(47.71169949999999, 40.20169499999997):8","70","ufo","Крупные амбулаторные центры – от 50 мест","","","",""
"238","2017-11-24 10:53:04","ГУЗ «Саратовская областная детская клиническая больница»","+7(401)2344334","ул. Вольская, 6","","Саратовская область","Саратов","(51.5210671, 46.01989470000001):8","5","pfo","","","","",""
"239","0000-00-00 00:00:00","Детская областная клиническая больница (Отделение реанимации)","+7(40141)33363, (4012)201365","ул. Дмитрия Донского, д. 27","д. 27","Калининградская область","Калининград","(54.71465019999999, 20.47301749999997):8","0","szfo","","","","",""
"240","0000-00-00 00:00:00","ООО ""«Медицинский центр Эскулап»""","+7(8142)764285, 769361, 79004589539","ул. Липовая аллея, д. 3а","д. 3а","Калининградская область","Калининград","(54.7336556, 20.55110609999997):8","35","szfo","","","","",""
"241","0000-00-00 00:00:00","ООО «ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКОЕ УЧРЕЖДЕНИЕ «АМБУЛАТОРНЫЙ ДИАЛИЗНЫЙ ЦЕНТР»","+7(81434)56544","ул. Калининградская, д. 22а","д. 22а","Калининградская область","Черняховск","(54.6365486, 21.796349100000043):8","30","szfo","","","","",""
"242","0000-00-00 00:00:00","ГБУЗ ""Республиканская больница им. В.А. Баранова (Отделение гемодиализа)","+7(8142)764283","ул. Пирогова, д. 6","д. 6","Карелия","Петрозаводск","(61.77587699999999, 34.331221899999946):8","20","szfo","","","","",""
"243","0000-00-00 00:00:00","Нефролайн","+7(81431)43592","ул. Солунина, д. 12","д. 12","Карелия","Медвежьегорск","(62.91583720000001, 34.46900370000003):8","30","szfo","","","","",""
"244","0000-00-00 00:00:00","Больница скорой медицинской помощи (Отделение гравитационной хирургии крови)","+7(81430)47846","ул. Кирова, д. 40","д. 40","Карелия","Петрозаводск","(61.796606, 34.36524600000007):8","0","szfo","","","","",""
"245","0000-00-00 00:00:00","МУ ЦРБ (Отделение реанимации)","+7(812)5424314","ул. Парковая, д. 1","д. 1","Карелия","Сортавала","(61.70251119999999, 30.67674480000005):8","40","szfo","","","","",""
"246","0000-00-00 00:00:00","ГБУЗ ""Сортавальская ЦРБ"" (Реанимация)","+78639256419 ","ул. Спортивная, д. 1","д. 1","Карелия","Сортавала","(61.7118997, 30.682260000000042):8","0","szfo","","","","",""
"247","0000-00-00 00:00:00","Военно-Медицинская Академия (Отделение гемодиализа)","+7(812)7748897, 9355191","ул. Боткинская, д. 19","д. 19","Ленинградская область","Санкт Петербург","(59.961128, 30.348500999999942):8","20","szfo","","","","",""
"248","2017-11-17 12:02:01","ООО « Гемодиализный Центр Ростов»","+7(812)6762521","ул.Гагарина, 26 ","","Ростовская область","Волгодонск","(47.5164821, 42.2161873):8","60","ufo","Крупные амбулаторные центры – от 50 мест","","","",""
"249","0000-00-00 00:00:00","ГУ НИИСП им. И.И. Джанелидзе (Центр трансплантации)","+7(812)4506561","ул.Будапештская, д. 3","д. 3","Ленинградская область","Санкт Петербург","(59.874334, 30.36413600000003):8","0","szfo","","","","",""
"250","0000-00-00 00:00:00","ФГБУ ""СПМЦ"" Минздрава России (Центр амбулаторного диализа № 1)","+7(812)2757336, 2757328, 2757337","ул.наб. Фонтанки, д.  154","д. 154","Ленинградская область","Санкт Петербург","(59.9158295, 30.28336450000006):8","13","szfo","","","","",""
"251","0000-00-00 00:00:00","ГБУЗ ""Николаевская больница"" (Отделение гемодиализа)","+7(812)7369342","Петродворец, ул. Константиновская , д. 1","д. 1","Ленинградская область","Санкт Петербург","(59.87731400000001, 29.917636000000016):8","9","szfo","","","","",""
"252","0000-00-00 00:00:00","СПб ГБУЗ ""Городская Мариинская больница"" (Отделение диализа)","+7(812)2345736","Литейный пр., д. 56","д. 56","Ленинградская область","Санкт Петербург","(59.9348748, 30.350669599999947):8","70","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"253","0000-00-00 00:00:00","СПб ГБУЗ ""Городская больница № 15"" (Отделение гемодиализа)","+7(812)5595108, 55865","ул.Авангардная,д. 4","д. 4","Ленинградская область","Санкт Петербург","(59.839547, 30.18145000000004):8","15","szfo","","","","",""
